ViralOTU	SRR8653090	SRR8653247	SRR8653248	SRR8652861	SRR8653245	SRR8653221	SRR8653084	SRR8653218	SRR8652914	SRR8652969
vOTU_325	1992	2	0	0	0	0	1	0	169	22
vOTU_832	0	16	0	8	0	2	0	13	0	2793
vOTU_1071	0	42	199	12	7	630	171	88	0	2
vOTU_126	0	0	0	10259	0	0	0	83	0	21
vOTU_1087	0	0	0	0	0	0	0	251	0	0
vOTU_1632	4	0	2	1	0	174	67	29	0	2
vOTU_503	0	43	850	599	877	1053	2	5879	28	6732
vOTU_1096	0	1	0	0	0	4	0	411	0	63
vOTU_55	0	0	0	41267	268	8	459	222	2	21
vOTU_670	101	51	0	1	0	1	10	0	882	7
vOTU_843	0	0	31	306	0	84	2174	244	0	0
vOTU_1621	0	10	172	8	521	58	53	10	0	0
vOTU_278	0	0	0	0	0	0	1645	0	0	0
vOTU_163	3	18	363	1128	936	3242	0	2207	5	1147
vOTU_666	223	84	218	82	738	35	148	0	23	41
vOTU_169	0	0	1409	0	0	0	0	0	0	0
vOTU_1094	0	2	0	0	0	0	201	0	0	1
vOTU_296	326	5	13	4091	298	299	0	61	4	1256
vOTU_1665	0	30	29	0	88	234	194	16	0	0
vOTU_1530	14	7	0	1	0	2	498	0	0	519
vOTU_1256	3	115	0	4	3	1253	222	0	0	4
vOTU_1407	0	0	0	0	0	185	0	0	0	0
vOTU_1527	0	8	205	26	2	2	2	0	0	0
vOTU_1595	0	0	0	0	0	0	2	0	4727	752
vOTU_66	2	111	3153	916	979	891	1	1322	2	728
vOTU_703	43	2601	7	13	0	93	1221	1	8733	140
vOTU_153	2	8	9	2149	393	92	7502	1378	0	752
vOTU_527	0	75	263	26	8	2247	66	33	0	8
vOTU_1326	0	0	0	0	0	417	0	0	0	0
vOTU_118	0	43	0	0	0	130	2801	0	0	0
vOTU_86	0	0	63	6485	2	154	0	0	2	0
vOTU_303	358	7330	44	29	2	57	437	9	3123	624
vOTU_1130	0	0	6	174	0	0	0	0	0	0
vOTU_429	0	0	126	0	2172	18	69	25	0	0
vOTU_1605	1045	348	32	199	1949	44	315	139	688	333
vOTU_129	32	1269	13	161	0	661	1438	6	54340	10334
vOTU_1520	0	8	198	0	31	693	0	3	0	0
vOTU_830	398	717	0	25	4	10	199	1	595	1838
vOTU_426	12	31	0	2	0	5	2198	1	44	16
vOTU_1751	0	18	12	0	7	50	284	22	0	168
vOTU_663	0	50	1	2	2460	0	0	0	12	0
vOTU_849	0	0	0	0	0	0	462	0	0	0
vOTU_1179	1	0	2	0	0	0	0	0	0	1147
vOTU_669	0	0	0	0	0	228	526	0	0	0
vOTU_284	0	165	0	0	0	1309	104	0	0	0
vOTU_1618	2	7	192	499	92	31	0	2158	2	1540
vOTU_1136	0	0	0	104	0	0	0	0	0	905
vOTU_432	0	0	40	3	3	213	2149	55	0	0
vOTU_299	0	0	0	0	17	0	1265	0	0	0
vOTU_486	0	99	89	468	1551	2690	970	551	0	416
vOTU_1481	0	0	0	152	0	0	0	0	0	0
vOTU_10	0	0	67	3	0	857	0	12921	0	168
vOTU_1435	0	0	0	302	0	2	17	162	0	9
vOTU_1103	0	0	4	0	0	336	63	1	0	0
vOTU_1578	0	2	0	2	0	73	166	0	0	0
vOTU_1682	0	0	0	13	3	0	0	0	0	197
vOTU_587	0	70	770	206	1677	60	0	2685	4	3666
vOTU_732	0	0	1	0	1	1	0	0	0	8414
vOTU_710	61	0	0	0	0	0	745	0	59	28
vOTU_1715	288	52	61	86	78	10	26	0	11	10
vOTU_1576	89	2003	0	58	14	21	328	10	1095	121
vOTU_986	191	419	105	268	326	1566	178	2557	592	7424
vOTU_1027	0	32	333	0	106	1079	21	1	0	2
vOTU_142	112	2	0	14	0	0	2596	2	38	502
vOTU_1759	0	0	18	10	133	8	66	23	0	2
vOTU_157	1057	4017	158	276	13	166	1174	37	19898	4093
vOTU_1072	1	0	0	237	221	19	0	0	0	9
vOTU_1281	0	36	30	1	201	417	225	21	0	2
vOTU_826	0	0	0	0	0	0	822	0	0	0
vOTU_1428	221	599	25	224	157	48	191	19	907	321
vOTU_1304	0	0	0	2	0	0	0	276	0	0
vOTU_846	0	2	1	41	644	0	0	0	8	0
vOTU_1307	0	0	0	0	448	0	205	0	2	0
vOTU_1386	0	0	232	0	0	0	2	0	0	0
vOTU_1107	0	0	0	89	0	0	0	1370	0	0
vOTU_844	0	0	3	0	937	23	0	4	4	0
vOTU_632	100	628	14	132	8	105	1334	16	6060	1298
vOTU_828	0	0	10	0	555	0	2	0	1	0
vOTU_1589	0	0	0	153	252	0	0	3	0	0
vOTU_462	0	1	444	173	13	79	0	4210	3	2809
vOTU_948	27	0	0	246	3741	0	1	42	2	0
vOTU_65	0	0	0	0	0	3907	0	0	0	0
vOTU_953	148	0	0	551	8076	0	90	245	5	5
vOTU_1370	0	24	7	0	63	626	49	6	0	0
vOTU_379	0	18	19	0	1404	198	38	6	4	0
vOTU_794	0	51	145	193	272	1909	47	2	0	100
vOTU_1134	0	0	0	0	0	0	196	0	0	0
vOTU_214	0	135	740	1	428	7248	38	156	0	2
vOTU_1003	0	43	293	0	525	1197	198	0	0	0
vOTU_345	1145	4	0	113	2588	1	71	66	23	15
vOTU_375	0	113	436	1	4	4371	19	12	0	22
vOTU_1364	0	0	0	3613	0	0	0	0	0	855
vOTU_200	0	2	11	10	9	36	0	80	4	9346
vOTU_128	0	0	0	0	0	0	2681	0	21	0
vOTU_290	8	24	33	23	1	57	268	1	70	1914
vOTU_123	2	176	18	165	2	24	80	0	31181	38
vOTU_314	0	7512	0	0	0	0	0	0	128	0
vOTU_1570	0	0	0	238	0	0	6	1	0	109
vOTU_816	0	19	435	270	1863	912	0	449	8	548
vOTU_968	0	0	0	355	0	1948	0	0	0	0
vOTU_256	2	62	745	751	36	162	0	4642	0	6211
vOTU_686	0	2	0	0	0	127	0	629	0	708
vOTU_1177	0	69	470	0	157	160	238	102	2	8
vOTU_523	0	0	0	0	0	2133	2	6	0	0
vOTU_424	11	0	0	1518	0	341	0	0	2	156
vOTU_416	7	15	38	35	596	71	16	4	1127	78
vOTU_667	0	0	0	100	0	56	0	792	0	0
vOTU_1716	0	0	0	9827	0	0	0	0	2	2904
vOTU_1648	1119	3	0	179	0	2	74	624	0	15
vOTU_28	2	6	1287	0	33	24099	2	37	0	0
vOTU_839	0	0	0	0	0	2	0	517	0	44
vOTU_1666	0	0	0	24	6	1	33	140	0	255
vOTU_1604	4	0	0	11	1426	0	2	17	1	0
vOTU_42	0	0	0	22	0	0	173	6072	0	0
vOTU_1474	0	5	4	0	0	0	0	0	221	14
vOTU_283	21	120	0	109	0	11	22	13	7166	1260
vOTU_453	1820	1893	215	339	17	471	1265	44	7254	3155
vOTU_1635	2	3	0	431	69	32	0	0	0	44
vOTU_1366	0	0	0	332	0	80	453	247	0	127
vOTU_302	0	17	3	676	136	75	4856	642	0	374
vOTU_496	0	0	0	185	4	620	58	175	0	0
vOTU_659	163	2542	87	401	5	63	1420	2	7816	1758
vOTU_464	16	91	444	0	0	0	0	0	670	0
vOTU_1296	355	2176	56	39	10	48	428	7	2494	622
vOTU_78	0	0	0	0	0	89568	0	0	0	0
vOTU_863	0	0	38	16	0	59	837	18	0	0
vOTU_1356	8	48	5	110	2	5	49	11	813	27
vOTU_795	0	0	372	0	5	46	2	0	0	0
vOTU_733	0	0	0	1613	0	0	0	14	0	869
vOTU_876	0	0	0	0	8	0	277	0	0	0
vOTU_983	0	0	56	1	0	271	0	0	0	0
vOTU_614	0	76	99	0	34	784	179	16	0	0
vOTU_852	0	0	0	0	0	18	0	388	0	0
vOTU_1192	5	15	0	0	0	0	140	0	40	20
vOTU_103	1	10441	1	132	1	426	118	14	1104	323
vOTU_14	0	0	0	18	220	144	0	14	3	24228
vOTU_705	0	0	0	1007	7	159	0	0	0	117
vOTU_1459	1	1	2	1	0	172	0	0	1	582
vOTU_488	0	139	158	0	1832	1307	603	67	1	2
vOTU_1342	0	0	0	541	0	0	0	2	0	564
vOTU_889	0	0	2	0	0	0	1990	1	0	0
vOTU_1358	53	159	0	25	0	390	187	0	40	30
vOTU_192	56	4254	0	7	1	5	69	8	1357	14
vOTU_121	1	225	0	11	0	10	38	0	27056	0
vOTU_348	1397	2	0	561	5523	2	44	521	42	3
vOTU_1600	0	0	0	228	0	23	0	0	0	2
vOTU_1541	2	6	116	301	0	461	5	145	0	151
vOTU_359	15	291	241	12	0	0	143	0	757	141
vOTU_1016	0	57	42	144	19	1403	646	39	0	74
vOTU_514	0	0	0	560	0	0	0	0	0	0
vOTU_759	0	2	66	18	11	32	769	0	0	4
vOTU_274	2	195	156	3167	1014	26	0	8023	8	7674
vOTU_84	6073	458	53	22	12	0	95	0	1	0
vOTU_1680	0	0	0	0	0	0	134	0	0	0
vOTU_1693	0	0	0	157	0	29	0	0	0	0
vOTU_1116	0	12	15	0	391	8	754	6	0	0
vOTU_315	0	1	553	117	28	23	0	81	2	3184
vOTU_419	0	0	0	0	5483	0	2	0	0	0
vOTU_1266	0	0	0	84	10514	0	0	0	2	0
vOTU_734	0	0	0	674	0	36	0	0	0	0
vOTU_890	0	0	0	301	0	0	0	0	0	0
vOTU_1228	265	3127	3	31	2	23	1368	13	9448	359
vOTU_1357	0	0	209	5	20	0	0	0	0	18
vOTU_215	11	452	5	9	62	11	2152	15	28	11
vOTU_695	0	0	1907	16	0	57	0	0	0	2
vOTU_764	940	235	16	350	2149	26	205	132	405	185
vOTU_969	2	72	0	165	0	356	0	0	0	0
vOTU_57	0	0	2794	139	17	31	0	0	8	0
vOTU_1743	26	168	1	32	2	169	2793	0	511	1842
vOTU_1220	100	32	5	12	12	10	95	1	943	35
vOTU_291	749	1417	195	68	8	151	1847	31	19293	1275
vOTU_411	0	86	144	219	391	425	4361	563	0	48
vOTU_934	22	2815	2	4	0	7	39	0	233	31
vOTU_1146	161	31	147	4	411	0	0	0	48	17
vOTU_1317	0	6	0	53	6	2213	0	0	2	26
vOTU_301	4	0	154	54	3056	184	135	0	2	0
vOTU_319	0	95	2	70	3342	2	4	0	19	0
vOTU_1515	0	34	34	0	229	406	172	26	2	0
vOTU_518	15	57	26	3	0	18	1177	2	155	20
vOTU_567	0	0	20	31	0	20	1021	35	0	2
vOTU_423	120	0	37	2770	0	347	0	872	0	1507
vOTU_1668	0	0	0	0	340	3	132	1	2	0
vOTU_8	2	119	548	1216	1582	3350	0	3489	48	38681
vOTU_438	0	0	768	0	0	2688	0	0	0	0
vOTU_186	0	254	0	0	0	1865	252	2	2	0
vOTU_550	21	0	3	23	0	67	8	0	0	1103
vOTU_1607	0	0	0	0	0	355	0	0	0	0
vOTU_1127	2	43	228	326	535	958	0	1023	5	1259
vOTU_1392	35	0	0	56	17	0	128	13	8	0
vOTU_697	0	48	58	25	33	64	3740	30	0	7
vOTU_67	21	39	8	11	4	110	288	4	3946	249
vOTU_1491	0	0	1	160	0	0	0	0	0	1
vOTU_250	1655	0	0	158	257	0	113	251	33	2
vOTU_206	2805	248	34	45	0	74	274	2	4643	845
vOTU_1647	0	0	0	100	2090	0	0	17	0	2
vOTU_422	0	0	0	1012	0	25	3661	1530	0	490
vOTU_224	22	0	0	8	0	41	1750	0	36	8
vOTU_4	0	0	0	0	20842	0	2	17	2	2
vOTU_1197	15	146	5	3	1	264	90	0	126	374
vOTU_1329	0	1	191	5	0	165	0	0	0	0
vOTU_1388	0	0	0	0	0	255	0	0	0	0
vOTU_665	0	0	0	610	0	3	399	0	0	0
vOTU_339	0	0	820	0	0	0	0	0	0	0
vOTU_896	0	1	0	0	0	542	0	67	0	3
vOTU_56	0	20	0	0	0	2332	0	3	0	2305
vOTU_321	2	3	230	450	366	175	225	2628	1	603
vOTU_1486	0	0	0	151	0	6	0	0	0	10
vOTU_146	4290	1962	79	137	99	106	442	21	4286	937
vOTU_1468	0	0	1	0	0	259	0	0	14	0
vOTU_757	2	134	1362	2277	3119	1600	2342	866	5	130
vOTU_420	0	6	0	0	0	0	0	766	0	0
vOTU_782	0	0	3	44	23	2	0	375	0	1315
vOTU_87	3961	3918	44	83	8	111	30	47	1200	146
vOTU_350	6	0	0	1573	2	1021	0	0	2	201
vOTU_1446	144	8	0	0	0	0	0	0	0	0
vOTU_957	0	0	0	1	0	5	4	0	0	1177
vOTU_1501	241	47	0	0	0	17	44	0	0	293
vOTU_53	26	14237	1	6	10	7	40	4	1805	17
vOTU_158	0	21	22	0	259	2155	123	18	0	0
vOTU_741	4	56	3	2	4401	5	262	0	105	9
vOTU_124	0	4790	0	0	0	0	0	0	10	0
vOTU_334	0	6	209	3	986	102	189	16	0	0
vOTU_1591	293	33	57	34	665	292	439	0	353	408
vOTU_735	0	0	0	0	0	910	0	0	0	0
vOTU_492	0	0	20	0	119	0	702	0	0	0
vOTU_460	0	31	91	128	1189	263	0	12	13	493
vOTU_1503	0	0	4	0	0	188	0	0	0	0
vOTU_1165	101	643	2	23	1	16	393	10	5154	1055
vOTU_1577	2	0	0	150	0	125	0	0	0	226
vOTU_803	0	0	41	10	21	92	691	10	0	0
vOTU_1571	243	0	0	82	63	0	34	180	27	6
vOTU_807	0	5	352	13	51	177	24	5	0	13
vOTU_195	0	0	4924	16	0	0	0	0	0	0
vOTU_1034	0	0	33	14	249	24	82	62	0	2
vOTU_1297	0	0	9	2	0	220	0	5	0	282
vOTU_1762	10	72	67	6	1	104	223	0	325	441
vOTU_818	0	0	0	0	0	0	0	592	0	0
vOTU_338	0	2	1333	140	28	0	0	0	0	2
vOTU_694	0	2	352	776	679	155	0	2192	10	6144
vOTU_1410	4	33	0	186	0	6	0	0	0	6
vOTU_788	0	7	14	8	11	1145	256	27	0	0
vOTU_982	80	141	2	38	2	432	68	0	1391	130
vOTU_1583	0	0	0	183	7	7	104	235	0	65
vOTU_1614	26	2	24	265	0	0	0	643	0	2588
vOTU_1108	0	73	45	0	15	993	29	252	0	0
vOTU_713	0	2	31	0	66	4	353	19	0	2
vOTU_1230	17	0	19	167	11	968	0	322	0	22
vOTU_1442	0	50	0	216	0	80	0	0	0	0
vOTU_113	0	0	0	0	104	0	10134	52	0	0
vOTU_1042	0	0	0	0	0	0	964	0	0	0
vOTU_1199	331	0	0	62	0	0	0	5	0	0
vOTU_491	0	0	827	2	12	0	0	132	0	0
vOTU_1490	0	4	0	595	0	0	0	0	0	0
vOTU_1185	0	0	0	0	0	272	0	0	0	0
vOTU_270	0	53	74	0	2673	616	799	90	3	0
vOTU_958	5	0	0	182	0	299	0	0	1	1
vOTU_269	72	12	20	5	0	26	404	0	1362	515
vOTU_71	0	0	0	2847	0	0	0	0	0	3045
vOTU_1608	0	0	0	4	0	4	471	38	0	34
vOTU_1453	0	0	4	1	17	666	121	16	0	0
vOTU_973	0	0	0	0	0	0	571	0	0	0
vOTU_1310	0	0	2	34	0	0	0	0	237	0
vOTU_720	0	0	0	0	0	0	0	594	0	0
vOTU_1126	0	0	8	12	15	0	0	0	0	958
vOTU_914	2	0	4	42	272	0	0	1	0	579
vOTU_1047	20	6	0	0	2	2	1233	0	43	134
vOTU_531	0	0	44	1829	0	483	0	0	2	0
vOTU_1535	2	442	5	185	0	5	2677	0	4920	407
vOTU_164	0	0	0	0	267	0	2898	0	0	0
vOTU_26	36	5741	78	3	1	39	26	0	17	509
vOTU_1447	391	302	1173	245	431	67	169	0	46	187
vOTU_855	60	12	168	51	0	0	0	7	0	2370
vOTU_336	0	3	63	6	1546	1	0	27	33	224
vOTU_838	0	0	0	2624	0	0	0	3	0	335
vOTU_649	0	0	0	20	459	1	6	0	0	0
vOTU_11	0	0	0	0	0	6723	0	0	0	0
vOTU_678	14	15	150	351	209	1524	0	2579	3	2976
vOTU_772	0	48	523	63	499	656	599	144	2	53
vOTU_645	0	33	126	556	423	333	0	1231	5	27
vOTU_407	2381	203	0	430	525	3	42	484	5	0
vOTU_793	0	0	0	405	0	0	0	0	0	0
vOTU_859	0	0	192	38	4	16	0	1621	0	140
vOTU_1686	0	0	0	93	0	0	0	960	0	0
vOTU_287	1680	3529	9	9	0	291	1902	14	1655	448
vOTU_105	27	433	46	0	0	74	2	6	49	6767
vOTU_1722	92	0	0	39	1407	0	8	24	14	2
vOTU_1544	109	24	47	3	2	267	138	0	379	78
vOTU_1687	0	0	4	0	360	19	165	0	0	0
vOTU_459	115	119	2	3	7	140	115	0	852	230
vOTU_1085	0	29	7	63	48	29	1677	34	0	36
vOTU_1238	0	73	6	9	543	81	35	0	584	780
vOTU_161	0	8309	2	97	8	10	300	16	2004	474
vOTU_308	0	0	0	40	1986	0	2619	0	8	16
vOTU_392	0	0	42	22	107	6	1037	6	0	0
vOTU_180	0	0	0	0	4896	0	0	0	2	0
vOTU_902	2	0	0	631	0	101	0	0	0	0
vOTU_978	0	0	0	383	0	425	0	0	0	4
vOTU_1283	0	16	0	0	0	260	37	0	0	0
vOTU_431	2	6	281	226	414	2929	445	29	2	309
vOTU_912	4	0	0	268	2	93	0	0	0	23
vOTU_365	5	485	0	0	0	1	2442	0	300	8
vOTU_357	2	14	277	877	298	5666	0	6355	4	1982
vOTU_568	0	0	0	335	2279	534	0	0	0	321
